pdb_id,I_QSscore_top,I_QSscore_top_multimer_ranking,I_QSscore_top_plddt,I_QSscore_top_ptm,I_QSscore_top_pae_inter_chain,I_QSscore_top_iptm,I_DockQ_top
2pn5_2,0.003981786732731397,0.00041965092221005467,0.0015788206261827232,0.0015788206261827232,4.449470909465961e-05,0.00041965092221005467,0.013
2ppv_1,0.9570726646636305,0.9487540259373515,0.9474385415320867,0.9487540259373515,0.9535160918017619,0.9487540259373515,0.884
2pr8_3,0.06322110457513963,0.06322110457513963,0.0,0.06322110457513963,0.0,0.06322110457513963,0.012
2pwj_2,0.7525373839612035,0.7507214450281214,0.7507214450281214,0.7507214450281214,0.751522079528993,0.7507214450281214,0.565
2pzz_1,0.8789395474493726,0.876383476252519,0.8789395474493726,0.876383476252519,0.8298528146428326,0.876383476252519,0.878
2q24_2,0.9138963068105982,0.9109946411265233,0.896046768819733,0.9109946411265233,0.9138963068105982,0.9109946411265233,0.621
2q30_4,0.7972531964859441,0.7454919873125744,0.7454919873125744,0.7454919873125744,0.7351261872991625,0.7454919873125744,0.909
2q4n_1,0.9544493181144048,0.9388555483080213,0.9388555483080213,0.9388555483080213,0.9544493181144048,0.9388555483080213,0.926
2q5c_3,0.9439871106843659,0.9401732409154768,0.9439871106843659,0.9401732409154768,0.9399545107209464,0.9401732409154768,0.925
2q7d_1,0.05987458473984117,0.05987458473984117,0.0,0.05987458473984117,5.214340958962126e-05,0.05987458473984117,0.052
2q8r_2,0.9558128701261533,0.9546361087550551,0.9519791421093209,0.9546361087550551,0.9536089337830302,0.9519791421093209,0.913
2qaz_2,0.8262948444095178,0.8234301760614732,0.8218357088540982,0.8234301760614732,0.8182402794758006,0.8234301760614732,0.902
2qc7_2,0.8075257554667857,0.756255843569008,0.7940604253808248,0.756255843569008,0.7768424772202895,0.756255843569008,0.682
2qgh_1,0.8063634245315171,0.8003953191182741,0.8003953191182741,0.8003953191182741,0.7959185647025004,0.8003953191182741,0.604
2qld_1,0.5914001318741282,0.5861915437014427,0.5805311950215746,0.5861915437014427,0.5831344147116183,0.5861915437014427,0.902
2qlx_2,0.9842385128323019,0.9840290571105662,0.9840290571105662,0.9840290571105662,0.9835774650511054,0.9840290571105662,0.952
2qms_1,0.0,0.0,0.0,0.0,0.0,0.0,0.015
2qrr_1,0.9680404330829823,0.9674110304317602,0.9674110304317602,0.9674110304317602,0.965990729625284,0.9674110304317602,0.955
2qsq_1,0.9216362925900878,0.9212721209784454,0.9212721209784454,0.9212721209784454,0.9172583643859725,0.9212721209784454,0.851
2qxl_1,0.0002239582351593466,0.0,0.0,0.0,0.0,0.0,0.029
2qxy_1,0.9230618897275455,0.7477637396061305,0.9230618897275455,0.7477637396061305,0.39387921180686125,0.7477637396061305,0.74
2qyu_1,2.7577344177362043e-05,0.0,0.0,0.0,2.7577344177362043e-05,0.0,0.01
2r3v_6,0.9794730710589272,0.9794730710589272,0.9792816889757547,0.9794730710589272,0.9774677003767381,0.9794730710589272,0.943
2r7h_1,0.9794822686799132,0.9794822686799132,0.9794822686799132,0.9794822686799132,0.9783687160232811,0.9794822686799132,0.68
2r8q_1,0.6421365021371246,0.5686102816205699,0.5686102816205699,0.5686102816205699,0.6421365021371246,0.5686102816205699,0.853
2rax_22,0.5326055914128475,0.2636676169856286,0.5326055914128475,0.2636676169856286,0.1892151500826209,0.2636676169856286,0.334
2rc3_2,0.8110096112900286,0.8052221328012683,0.8052221328012683,0.8110096112900286,0.7753556060211736,0.8052221328012683,0.97
2rcv_2,0.9904771737254919,0.9894995034890746,0.9888399479274929,0.9894995034890746,0.9904771737254919,0.9894995034890746,0.98
2rdi_2,0.0005547550167511147,0.0,3.216238131159838e-05,0.0,0.0,0.0,0.015
2rgv_1,0.9115625555139417,0.9115625555139417,0.9115625555139417,0.9115625555139417,0.8936513402148607,0.9115625555139417,0.556
2rhj_1,0.0019464016209179262,0.0,0.0,0.0,0.0019464016209179262,0.0,0.013
2snw_1,0.808726225445256,0.808726225445256,0.808726225445256,0.808726225445256,0.001835892811605844,0.808726225445256,0.736
2tpt_1,0.9557724716227518,0.9399345819114965,0.9292490756099993,0.9399345819114965,0.9557724716227518,0.9399345819114965,0.827
2uzj_8,0.5471303326911008,0.5280951495407266,0.12919112809965652,0.5280951495407266,0.12476346322088389,0.5280951495407266,0.471
2v3t_1,0.782180214899971,0.6971356444659619,0.782180214899971,0.6971356444659619,0.7714525899654885,0.6971356444659619,0.698
2v54_1,0.0,0.0,0.0,0.0,0.0,0.0,0.025
2v5n_1,0.08340325164828084,0.04576988743232064,0.08340325164828084,0.04576988743232064,0.04656024068867555,0.04576988743232064,0.055
2v9c_1,0.8355749498064775,0.8229257722703245,0.8293105327303019,0.8229257722703245,0.8099631525181935,0.8229257722703245,0.835
2vj4_7,0.031943448788741995,0.031943448788741995,0.0005422730312171216,0.031943448788741995,0.0,0.031943448788741995,0.019
2vnc_8,0.0,0.0,0.0,0.0,0.0,0.0,0.008
2vpk_1,0.9803238670780277,0.9771283944210498,0.9771283944210498,0.9771283944210498,0.9770666983300026,0.9771283944210498,0.966
2vrn_1,0.9652418869408139,0.9645873216519597,0.9645873216519597,0.9645873216519597,0.9631518309995362,0.9645873216519597,0.942
2vsc_4,0.2549117704415906,0.20908002933414083,0.030933956227430382,0.20908002933414083,0.05110253465824547,0.20908002933414083,0.124
2vx8_1,0.8261848120548033,0.7667401901671046,0.8186484141339962,0.7667401901671046,0.8261848120548033,0.7667401901671046,0.487
2w0l_2,0.9097187916476198,0.9097187916476198,0.9097187916476198,0.9097187916476198,0.878284025230797,0.9097187916476198,0.864
2w68_11,0.0,0.0,0.0,0.0,0.0,0.0,0.008
2w7w_1,0.9864822958101098,0.985958442045627,0.9835636014821204,0.985958442045627,0.9864822958101098,0.985958442045627,0.979
2wcu_1,0.9847236442843025,0.9840171205381526,0.9840171205381526,0.9840171205381526,0.9833298653212388,0.9840171205381526,0.975
2we8_2,0.3408002176516903,0.3122590724895145,0.3392474875687539,0.3122590724895145,0.3408002176516903,0.3122590724895145,0.722
2wfc_1,0.9789182490938647,0.9775927568947168,0.9789182490938647,0.9775927568947168,0.9774519222103552,0.9775927568947168,0.95
2wfh_1,0.9441704686803626,0.9412817680229776,0.9412817680229776,0.9412817680229776,0.9390017415754487,0.9412817680229776,0.917
2wnh_2,0.0,0.0,0.0,0.0,0.0,0.0,0.007
2wnh_5,0.0,0.0,0.0,0.0,0.0,0.0,0.007
2ws2_1,0.9727695675127654,0.9711095881923798,0.9725094224708715,0.9725094224708715,0.9719287170779559,0.9715845006551659,0.91
2wui_1,0.9539893595202682,0.9538801832514786,0.9539893595202682,0.9538801832514786,0.9519747817882567,0.9538801832514786,0.644
2x2a_1,0.3589758857574447,0.3589758857574447,0.0510046181476847,0.3589758857574447,0.0510046181476847,0.3589758857574447,0.137
2x2u_3,0.23364349760039319,0.23364349760039319,0.23364349760039319,0.23364349760039319,0.10020334233282663,0.23364349760039319,0.135
2x4i_1,0.9590285811299462,0.9562933037478627,0.9562933037478627,0.9562933037478627,0.957725725676913,0.9562933037478627,0.709
2x6g_7,0.858409293996238,0.8411034042736254,0.8411034042736254,0.8411034042736254,0.8252690278610523,0.8411034042736254,0.861
2xbf_2,0.0096509603935869,0.0,0.0,0.0,0.0,0.0,0.014
2xcr_4,0.0,0.0,0.0,0.0,0.0,0.0,0.005
2xdp_6,0.016069676200506366,0.016069676200506366,0.015839610413353532,0.012448000348876635,0.01383401304840661,0.016069676200506366,0.053
2xeq_1,0.0,0.0,0.0,0.0,0.0,0.0,0.007
2xeq_5,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2xer_3,0.17319500479952132,0.017633494327949917,0.17319500479952132,0.017633494327949917,0.08040244293341783,0.017633494327949917,0.037
2xeu_1,0.796270291524172,0.796270291524172,0.796270291524172,0.796270291524172,0.7837664428639736,0.796270291524172,0.684
2xhf_1,0.9854015595248279,0.9854015595248279,0.9849087873420936,0.985355431371001,0.9849087873420936,0.9854015595248279,0.975
2xiq_1,0.0,0.0,0.0,0.0,0.0,0.0,0.003
2xj3_1,0.9694882523122195,0.969022285916434,0.969022285916434,0.969022285916434,0.9676777905181669,0.969022285916434,0.926
2xj9_1,0.320519140370246,0.320519140370246,0.061836511579337186,0.320519140370246,0.061836511579337186,0.320519140370246,0.237
2xss_2,0.04725170463846838,0.014028380605692363,0.04725170463846838,0.014028380605692363,0.033379420641173364,0.014028380605692363,0.02
2xt2_1,0.9088545378993802,0.905990425386353,0.9073527015416795,0.9050409849719971,0.9059726507291131,0.905990425386353,0.739
2xwc_1,0.0003926103065806915,0.0,0.0,0.0,0.0,0.0,0.008
2yaz_6,0.0,0.0,0.0,0.0,0.0,0.0,0.007
2ycj_1,0.8433667356949114,0.7612316041876018,0.7612316041876018,0.7612316041876018,0.7607986719134716,0.7612316041876018,0.621
2ym0_5,0.06367796763620508,0.048450680457024026,0.06367796763620508,0.048450680457024026,0.06367796763620508,0.048450680457024026,0.022
2ym9_8,0.003504336119199688,0.0,0.0,0.0,0.0,0.0,0.008
2ymz_2,0.975462310950597,0.96353342482505,0.9715695699787935,0.96353342482505,0.5870390166544394,0.96353342482505,0.948
2yvq_2,0.7935298269441667,0.7754931636777775,0.7754931636777775,0.7754931636777775,0.5427264218196579,0.7754931636777775,0.638
2yvu_1,0.8703527401258635,0.8688364520358144,0.7341758803644094,0.8688364520358144,0.8703527401258635,0.8688364520358144,0.956
2ywa_1,0.9184704029473498,0.9184704029473498,0.9184704029473498,0.9184704029473498,0.8655351303965455,0.9184704029473498,0.828
2yxz_2,0.9084591725825437,0.9043125665335254,0.9084591725825437,0.9043125665335254,0.9069684981324944,0.9043125665335254,0.949
2yy9_1,0.8198874021327288,0.5987782927877099,0.7894858986192503,0.5987782927877099,0.8198874021327288,0.5987782927877099,0.813
2z00_2,0.970619837178672,0.9676899359075523,0.9676899359075523,0.9676899359075523,0.970619837178672,0.9676899359075523,0.939
2z0f_1,0.8216859001708597,0.8134074944174604,0.8134074944174604,0.8134074944174604,0.8192268999554002,0.8134074944174604,0.832
2z6f_1,0.4188083114469862,0.06515013052521308,0.07952788060208783,0.06515013052521308,0.07522474841735968,0.06515013052521308,0.288
2z7c_2,0.9247961798215153,0.9234869058854027,0.9234869058854027,0.9234869058854027,0.9247961798215153,0.9234869058854027,0.943
2zb3_4,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2ze3_1,0.7628553217002733,0.7628553217002733,0.7628553217002733,0.7628553217002733,0.7627930765040578,0.7628553217002733,0.596
2zhg_1,0.8616007946579598,0.8467533938884515,0.8492802364461319,0.8467533938884515,0.781010757435029,0.8467533938884515,0.589
2zkj_2,0.0,0.0,0.0,0.0,0.0,0.0,0.007
2znh_1,0.17983455009449326,0.17276741737408519,0.1782745755613021,0.1782745755613021,0.17983455009449326,0.17276741737408519,0.123
2zoz_2,0.0,0.0,0.0,0.0,0.0,0.0,0.011
2zu1_3,0.9419414416425832,0.9288664978862198,0.9288664978862198,0.9419414416425832,0.8442688703439548,0.9288664978862198,0.915
2zv3_3,0.9796699162384933,0.9779646202420478,0.9779646202420478,0.9779646202420478,0.9794948457019835,0.9779646202420478,0.945
2zvz_1,0.6507639283853716,0.6298961373426349,0.643586727694591,0.6298961373426349,0.5742628826686453,0.6298961373426349,0.737
2zw2_1,0.9839277393138908,0.9839277393138908,0.9825476576470227,0.9839277393138908,0.9830136509709744,0.9839277393138908,0.926
2zxy_1,0.9078396748958567,0.6853218173145128,0.8737608839069451,0.6853218173145128,0.8737608839069451,0.6853218173145128,0.865
2zz8_1,0.08786085137813181,0.0,0.0,0.0,0.0005552667318999432,0.0,0.134
2zzn_2,0.0,0.0,0.0,0.0,0.0,0.0,0.013
2zzt_1,0.7408129686779015,0.6290727920100371,0.6763303120028815,0.6290727920100371,0.7408129686779015,0.6290727920100371,0.921
3a1d_5,0.0,0.0,0.0,0.0,0.0,0.0,0.017
3a44_1,0.06751816588587944,0.023851580913852095,0.023851580913852095,0.023851580913852095,0.03498700553204547,0.023851580913852095,0.047
3a9i_1,0.0,0.0,0.0,0.0,0.0,0.0,0.008
3aad_12,0.00829945189865446,0.0,0.0,0.0,0.0,0.0,0.046
3ajz_1,0.9014715927664254,0.9014715927664254,0.9014715927664254,0.9014715927664254,0.2558023044861074,0.9014715927664254,0.923
3al9_1,0.28182185603395227,0.15270728612041326,0.02029102363955511,0.15270728612041326,0.02029102363955511,0.15270728612041326,0.419
3aln_1,0.0,0.0,0.0,0.0,0.0,0.0,0.006
3ani_1,0.0,0.0,0.0,0.0,0.0,0.0,0.006
3aos_1,0.052789368059076164,0.018964553609689228,0.018964553609689228,0.018964553609689228,0.015583335737035527,0.018964553609689228,0.036
3aqt_1,0.9451618844682276,0.9194719735309306,0.9194719735309306,0.9194719735309306,0.8090462778867865,0.9194719735309306,0.809
3atp_1,0.6780490717417577,0.6555520530078494,0.6780490717417577,0.6555520530078494,0.668297646740304,0.6555520530078494,0.681
3auf_1,0.9738183939949667,0.9738183939949667,0.9723739053234907,0.9738183939949667,0.9704475757218454,0.9738183939949667,0.863
3aux_2,0.0,0.0,0.0,0.0,0.0,0.0,0.004
3aw8_1,0.9671027287623601,0.9671027287623601,0.9671027287623601,0.9671027287623601,0.9637060216115341,0.9671027287623601,0.928
3b39_3,0.0,0.0,0.0,0.0,0.0,0.0,0.007
3b4u_1,0.9802821846586726,0.9798323463969816,0.9802821846586726,0.9798323463969816,0.97907373482511,0.9798323463969816,0.957
3b7h_1,0.8696153288885142,0.8637732940600673,0.8637732940600673,0.8637732940600673,0.8666063846690519,0.8637732940600673,0.916
3b7m_6,0.1947656202765941,0.1852005272733782,0.1852005272733782,0.1852005272733782,0.09703568996559475,0.1852005272733782,0.185
3bde_2,0.8828863108849463,0.8272471544529171,0.8272471544529171,0.8272471544529171,0.8828863108849463,0.8272471544529171,0.65
3bdl_3,0.02420074883207197,0.02420074883207197,0.0,0.02420074883207197,0.0,0.02420074883207197,0.031
3bif_1,0.0,0.0,0.0,0.0,0.0,0.0,0.004
3bjr_1,0.8379971294562686,0.8375988572990338,0.8362418316841767,0.8362418316841767,0.8379971294562686,0.8375988572990338,0.688
3bjv_1,0.9177965248221283,0.8723926977673874,0.8723926977673874,0.8723926977673874,0.9039869865761572,0.8723926977673874,0.831
3bl8_1,0.8348089838969974,0.8229278413225435,0.8229278413225435,0.8229278413225435,0.8315415396017264,0.8229278413225435,0.71
3blc_3,0.10096180013779776,0.09487040226427877,0.10096180013779776,0.09487040226427877,0.06560869646323565,0.09487040226427877,0.066
3bqa_1,0.18967443367731662,0.12379206199215739,0.12379206199215739,0.12379206199215739,0.18967443367731662,0.12379206199215739,0.054
3bs3_1,0.5561519038902226,0.43481853773931617,0.43481853773931617,0.43481853773931617,0.5561519038902226,0.43481853773931617,0.613
3bwv_1,0.8937847791244091,0.8803720435021637,0.8847150960962289,0.8838914674462395,0.8937847791244091,0.8803720435021637,0.865
3bxh_1,0.09274849838964247,0.08176085507553618,0.07603288385980292,0.08176085507553618,0.09274849838964247,0.08176085507553618,0.057
3bxx_1,0.02278197432803006,0.0,0.0,0.0,0.0,0.0,0.025
3bxz_1,0.21382593607111516,0.21382593607111516,0.03841006971975813,0.21382593607111516,0.03841006971975813,0.21382593607111516,0.15
3by8_2,0.8874322402521159,0.8740359871385613,0.8740359871385613,0.8740359871385613,0.8874322402521159,0.8740359871385613,0.842
3c1q_1,0.8495105154575378,0.8452088954165653,0.8385532173803093,0.8452088954165653,0.8467563734208655,0.8452088954165653,0.712
3c5q_1,0.8097542926866055,0.8097542926866055,0.8097542926866055,0.8097542926866055,0.8043052668285133,0.8097542926866055,0.593
3c6b_1,0.689403630573315,0.689403630573315,0.6867708406595004,0.689403630573315,0.6854925198330722,0.689403630573315,0.855
3c8j_1,0.5434141525490245,0.44257478277744206,0.3918456588362567,0.44257478277744206,0.3918456588362567,0.44257478277744206,0.33
3c8x_2,0.1109872190286749,0.0,0.1109872190286749,0.0,0.010927930073270302,0.0,0.107
3c9g_1,0.8388754717320998,0.8383232928334262,0.8383232928334262,0.8383232928334262,0.8333662018737344,0.8383232928334262,0.918
3cb2_1,0.04861799223310393,0.022317156307816697,0.022317156307816697,0.022317156307816697,0.04861799223310393,0.022317156307816697,0.096
3ccg_1,0.9625929732159494,0.9615883791634918,0.9615883791634918,0.9615883791634918,0.9591454458704756,0.9615883791634918,0.839
3ce1_1,0.7045184429186663,0.7033861061006123,0.7036009619763127,0.7033861061006123,0.7045184429186663,0.7033861061006123,0.809
3cei_1,0.98409594049723,0.98409594049723,0.9823833006384768,0.98409594049723,0.9829193001727594,0.98409594049723,0.983
3chi_1,0.44721063191520205,0.4390930850952827,0.4390930850952827,0.4390930850952827,0.2667939313267902,0.4390930850952827,0.89
3cjw_1,0.951313614987217,0.9447733914100686,0.9447733914100686,0.9447733914100686,0.9445654576938878,0.9447733914100686,0.875
3cl3_7,0.4393511366453105,0.4393511366453105,0.4237411860913501,0.4393511366453105,0.4159881573961872,0.4393511366453105,0.658
3clk_1,0.8978301127942655,0.8978301127942655,0.8894920896824383,0.8978301127942655,0.8910098618222987,0.8978301127942655,0.856
3clv_1,0.7562318095730683,0.7268050048048201,0.7361228683432568,0.7268050048048201,0.7339774598794817,0.7268050048048201,0.453
3cnk_1,0.9722740973080779,0.969575739056019,0.971696218610411,0.969575739056019,0.9657932869432568,0.969575739056019,0.942
3cpe_5,0.0041031751953414086,0.0,0.0016075680245259281,0.0016075680245259281,0.0016075680245259281,0.0,0.019
3crj_1,0.9761625917841067,0.9742175579004901,0.9742175579004901,0.9742175579004901,0.9092853404632387,0.9742175579004901,0.928
3ctz_1,0.8296886451915941,0.8296886451915941,0.8296886451915941,0.8296886451915941,0.8061422830045974,0.8296886451915941,0.578
3cwc_1,0.6335357321403637,0.6274305865045651,0.6265250480982941,0.6265250480982941,0.6312359392416161,0.6274305865045651,0.639
3cwn_2,0.9869190016168984,0.9845071931075289,0.9862521355750614,0.9845071931075289,0.9840486954146479,0.9845071931075289,0.976
3cyv_1,0.9425645378638706,0.9374873957320649,0.9402981587587059,0.9409687699605009,0.9425645378638706,0.9374873957320649,0.858
3cz7_3,0.07509113063423081,0.05965415490282629,0.028921778783564448,0.05965415490282629,0.028921778783564448,0.05965415490282629,0.044
3d6r_3,0.0013304561614576862,0.0,0.0,0.0,0.00037703731606726675,0.0,0.026
3d7a_1,0.9624888282051915,0.9603450873573234,0.9567326313789248,0.9603450873573234,0.9567326313789248,0.9603450873573234,0.954
3d7q_2,0.969170914053622,0.9668910455540967,0.9650644084844887,0.9668910455540967,0.9640360655656857,0.9668910455540967,0.927
3d8u_1,0.9280887276751546,0.927877280260592,0.9280887276751546,0.927877280260592,0.9225374604819526,0.927877280260592,0.88
3da8_1,0.9042785264637025,0.9042785264637025,0.8891536286964317,0.9042785264637025,0.8968016243517056,0.9042785264637025,0.844
3dcj_1,0.0,0.0,0.0,0.0,0.0,0.0,0.008
3dd9_1,0.4892515184694935,0.21930862651319563,0.037594280687082246,0.23238372333282162,0.037594280687082246,0.21930862651319563,0.257
3ded_1,0.917787103435958,0.8398905992620205,0.917787103435958,0.7835088621341088,0.9109633524911884,0.8398905992620205,0.679
3dex_1,0.9476887957586374,0.9468374405580122,0.9464901604809792,0.9468374405580122,0.9476887957586374,0.9468374405580122,0.834
3dh1_1,0.9709796179361617,0.9709796179361617,0.9691432226293274,0.9709796179361617,0.9708670253905429,0.9709796179361617,0.914
3die_1,0.2326344083261627,0.23246197791799922,0.23246197791799922,0.23246197791799922,0.22427174329501393,0.23246197791799922,0.073
3dih_2,0.5778966707949327,0.0680985431040693,0.5778966707949327,0.0680985431040693,0.3037532270599744,0.0680985431040693,0.322
3dka_1,0.9684559073318633,0.9627952896222803,0.9627952896222803,0.9559799910083607,0.9684559073318633,0.9627952896222803,0.94
3dl3_1,0.9206704612861797,0.9187970688787307,0.9187970688787307,0.9206704612861797,0.9191030240211385,0.9187970688787307,0.913
3dm8_1,0.6728411409669303,0.6304469744377956,0.6728411409669303,0.6304469744377956,0.6389343013102236,0.6304469744377956,0.953
3do5_1,0.9026276500025212,0.9001370324802371,0.8970594273397713,0.9001370324802371,0.8944980632344894,0.9001370324802371,0.625
3dpt_1,0.004826708566666295,0.0,0.0,0.0,0.0,0.0,0.015
3dqp_1,0.9835892839931063,0.9835892839931063,0.981286024530212,0.9835892839931063,0.9830537640712866,0.9835892839931063,0.97
3dqv_12,0.0334097479906041,0.016834451171209474,0.0,0.016834451171209474,0.003080891409040261,0.016834451171209474,0.077
3dqz_2,0.9697105604072099,0.9697105604072099,0.9667913424639729,0.9697105604072099,0.96316754936007,0.9697105604072099,0.949
3dui_1,0.9157959178297961,0.9044187425752613,0.9044187425752613,0.9044187425752613,0.905010944681096,0.9044187425752613,0.755
3duv_1,0.9728105893651132,0.9728105893651132,0.9726239213508644,0.9728105893651132,0.9725215804809145,0.9728105893651132,0.774
3dvf_1,0.9475394455972992,0.9327761571577365,0.9282595868200606,0.9327761571577365,0.94438258843898,0.9327761571577365,0.89
3dvi_1,0.9620664222659622,0.9586111654323718,0.9586111654323718,0.9586111654323718,0.955704028279885,0.9586111654323718,0.927
3dxb_16,0.1194486334773147,0.1194486334773147,0.005892347185398696,0.1194486334773147,0.005892347185398696,0.1194486334773147,0.046
3dyd_1,0.7495865298558392,0.7425359266300388,0.7495791397014181,0.7425359266300388,0.7495865298558392,0.7425359266300388,0.774
3e6d_1,0.5819182057623209,0.5819182057623209,0.5819182057623209,0.5819182057623209,0.47061489980968213,0.5819182057623209,0.338
3e7k_14,0.6002169700539418,0.489749375552215,0.06546087007503781,0.489749375552215,0.06546087007503781,0.489749375552215,0.294
3e7p_1,0.9518844261573458,0.941182708302022,0.94059667798779,0.94059667798779,0.9518844261573458,0.941182708302022,0.928
3e8s_1,0.7989951287877137,0.7966914685817769,0.7963529720128061,0.7966914685817769,0.7989951287877137,0.7966914685817769,0.93
3eb8_3,0.0008049538766767447,0.0,0.0,0.0,0.0,0.0,0.026
3ec9_1,0.9882819059848053,0.9882819059848053,0.9878399722993386,0.9882819059848053,0.9882390282150744,0.9882819059848053,0.991
3eeg_1,0.3371542779487119,0.32527007043181777,0.3295327910483597,0.32527007043181777,0.3371542779487119,0.32527007043181777,0.93
3ees_1,0.8549666259570841,0.7939707133874302,0.8549666259570841,0.7939707133874302,0.8444052493402356,0.7939707133874302,0.857
3efb_1,0.9751289843178416,0.970963768081768,0.970963768081768,0.970963768081768,0.9746920404710472,0.970963768081768,0.964
3egj_2,0.9675820663696152,0.9675820663696152,0.9671496169790488,0.9675820663696152,0.9673687221221571,0.9675820663696152,0.87
3ego_1,0.8720972982764147,0.8720972982764147,0.8672814023856575,0.8720972982764147,0.8471213538082404,0.8720972982764147,0.839
3ehc_1,0.9860415349673951,0.984469234327818,0.9847705072451548,0.984469234327818,0.9847705072451548,0.984469234327818,0.984
3eij_1,0.022997695502887317,0.019638796180844527,0.022997695502887317,0.022739196876470386,0.022997695502887317,0.019638796180844527,0.044
3enm_11,0.12557481107671195,0.009902642615641107,0.12557481107671195,0.009902642615641107,0.12557481107671195,0.009902642615641107,0.06
3eoq_1,0.9456069376837891,0.9456069376837891,0.9456069376837891,0.9456069376837891,0.9415176737630158,0.9456069376837891,0.774
3erj_1,0.7542119814335886,0.7346269895640454,0.7542119814335886,0.7346269895640454,0.752256332036689,0.7346269895640454,0.687
3esf_1,0.9868994644229826,0.9844335724830607,0.9855573839141902,0.9844335724830607,0.9847653499493639,0.9844335724830607,0.979
3eul_6,0.8617886782995541,0.835177837655944,0.835177837655944,0.835177837655944,0.8187686823740559,0.835177837655944,0.552
3eus_1,0.9686336657429356,0.9604332129894895,0.9626075336878502,0.9604332129894895,0.9686336657429356,0.9604332129894895,0.875
3ewb_1,0.646216908887977,0.6409130859048487,0.646216908887977,0.6409130859048487,0.6198172585173228,0.6409130859048487,0.972
3ez9_2,0.4826713018606784,0.4822838041484832,0.4822838041484832,0.4822838041484832,0.4759232449305816,0.4822838041484832,0.237
3f14_1,0.9788647786664187,0.9747369067200095,0.9788647786664187,0.9747369067200095,0.9751239367771924,0.9747369067200095,0.962
3f3y_2,0.0,0.0,0.0,0.0,0.0,0.0,0.007
3f4k_1,0.887169457178023,0.8735319319231734,0.8735640951603791,0.8735319319231734,0.8727723549629884,0.8735319319231734,0.76
3f8h_1,0.6598997032524427,0.6481350910306644,0.6565582389458398,0.6481350910306644,0.6588843099984942,0.6481350910306644,0.527
3f9s_1,0.9635913360174015,0.9635657473354298,0.9635913360174015,0.9635657473354298,0.9635913360174015,0.9635657473354298,0.77
3fb3_1,0.9671914540494904,0.9632451400705311,0.9632451400705311,0.9632451400705311,0.9640430435751738,0.9632451400705311,0.916
3fbt_2,0.9014078670976731,0.893917899590177,0.8928017332248344,0.893917899590177,0.9014078670976731,0.893917899590177,0.87
3fbu_1,0.9804919523332308,0.9803297034785239,0.9804919523332308,0.9803297034785239,0.9795364464286829,0.9803297034785239,0.934
3fcx_1,0.0,0.0,0.0,0.0,0.0,0.0,0.006
3fdg_1,0.9703890269112811,0.9703890269112811,0.9700965611366607,0.9703890269112811,0.9700965611366607,0.9703890269112811,0.91
3fe1_7,0.05727047043858151,0.012572235355620492,0.012572235355620492,0.012572235355620492,0.019100949250519153,0.012572235355620492,0.089
3ffn_1,0.015837403261088203,0.015837403261088203,0.015837403261088203,0.014016469874362229,0.0,0.015837403261088203,0.036
3fg3_1,0.003760425428488406,0.0,0.0,0.0,0.002615205059093787,0.0,0.01
3fg6_42,0.0005407678899825607,0.0,0.0,4.759358089579593e-05,0.0004767809949469354,0.0,0.022
3fh0_1,0.0,0.0,0.0,0.0,0.0,0.0,0.011
3fjo_2,0.0026077611058846406,0.0,3.428726666600169e-05,0.0,3.428726666600169e-05,0.0,0.015
3frl_1,0.0,0.0,0.0,0.0,0.0,0.0,0.014
3frs_2,0.0,0.0,0.0,0.0,0.0,0.0,0.035
3ftj_3,0.023599125687288565,0.0001314176773312742,0.0001314176773312742,0.0001314176773312742,0.0083095654536945,0.0001314176773312742,0.036
3ftj_5,0.10498997174316518,0.10498997174316518,0.10498997174316518,0.10498997174316518,0.04729988713094811,0.10498997174316518,0.04
3g0f_1,0.01676825692469538,0.0,0.0,0.0,0.014041674487225486,0.0,0.021
3g0k_1,0.9170593369188474,0.8728533638958323,0.8698734182554891,0.8728533638958323,0.9158415085499656,0.8728533638958323,0.619
3g13_1,0.7669880078537875,0.7626122640193818,0.7644359625512953,0.7626122640193818,0.7668534993338461,0.7626122640193818,0.714
3g17_2,0.9620392773531149,0.9614223532614047,0.9614223532614047,0.9614223532614047,0.9620392773531149,0.9614223532614047,0.875
3g45_1,0.0,0.0,0.0,0.0,0.0,0.0,0.007
3g48_2,0.0,0.0,0.0,0.0,0.0,0.0,0.011
3g7p_1,0.9879601764917858,0.9867402926909773,0.9875379041295568,0.9867402926909773,0.9879601764917858,0.9867402926909773,0.962
3gff_1,0.5162133876032933,0.5162133876032933,0.45794541053214755,0.463072746804349,0.463072746804349,0.5162133876032933,0.762
3ghy_3,0.9678925713457582,0.9580252022619367,0.9651494745999654,0.9580252022619367,0.9678925713457582,0.9580252022619367,0.947
3glv_1,0.5348740666331162,0.5348740666331162,0.5348740666331162,0.5348740666331162,0.5230540160827231,0.5348740666331162,0.948
3gor_1,0.9773789014728579,0.9713362463167828,0.9713362463167828,0.9713362463167828,0.974608734194476,0.9713362463167828,0.951
3grl_1,0.043433335606559396,0.043433335606559396,0.0,0.0,0.0,0.043433335606559396,0.051
3gty_7,0.042285363549044004,0.042285363549044004,0.042285363549044004,0.0,0.007953792251418164,0.042285363549044004,0.031
